year,tmID,playoff,GP,GS,minutes,points,oRebounds,dRebounds,assists,round,tmIDWinner,tmIDLoser,W,L,post_W,post_L,award,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,GP,GS,minutes,points,oRebounds,dRebounds,assists
1,LAS,Y,32,0,469,202,36,49,33,FR,LAS,PHO,2,0,2,2,,861,1956,545,693,150,452,308,783,1091,586,705,271,466,156,2417,776,1963,495,692,122,413,300,678,978,445,650,243,485,105,2169,32,0,469,202,36,49,33
1,LAS,Y,32,0,469,202,36,49,33,FR,LAS,PHO,2,0,2,2,,861,1956,545,693,150,452,308,783,1091,586,705,271,466,156,2417,776,1963,495,692,122,413,300,678,978,445,650,243,485,105,2169,32,0,488,101,9,23,65
1,LAS,Y,32,0,469,202,36,49,33,FR,LAS,PHO,2,0,2,2,,861,1956,545,693,150,452,308,783,1091,586,705,271,466,156,2417,776,1963,495,692,122,413,300,678,978,445,650,243,485,105,2169,32,32,803,215,14,41,127
1,LAS,Y,32,0,469,202,36,49,33,FR,LAS,PHO,2,0,2,2,,861,1956,545,693,150,452,308,783,1091,586,705,271,466,156,2417,776,1963,495,692,122,413,300,678,978,445,650,243,485,105,2169,32,32,940,394,45,134,98
1,LAS,Y,32,0,469,202,36,49,33,FR,LAS,PHO,2,0,2,2,,861,1956,545,693,150,452,308,783,1091,586,705,271,466,156,2417,776,1963,495,692,122,413,300,678,978,445,650,243,485,105,2169,32,32,983,378,55,139,68
1,LAS,Y,32,0,469,202,36,49,33,FR,LAS,PHO,2,0,2,2,,861,1956,545,693,150,452,308,783,1091,586,705,271,466,156,2417,776,1963,495,692,122,413,300,678,978,445,650,243,485,105,2169,32,32,1028,570,75,231,60
2,CHA,Y,32,32,1007,365,55,98,46,CF,CHA,NYL,2,1,4,4,,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,1,0,5,0,2,0,0
2,CHA,Y,32,32,1007,365,55,98,46,CF,CHA,NYL,2,1,4,4,,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,18,0,102,12,3,12,14
2,CHA,Y,32,32,1007,365,55,98,46,CF,CHA,NYL,2,1,4,4,,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,18,0,148,54,8,27,4
2,CHA,Y,32,32,1007,365,55,98,46,CF,CHA,NYL,2,1,4,4,,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,22,0,372,100,11,32,30
2,CHA,Y,32,32,1007,365,55,98,46,CF,CHA,NYL,2,1,4,4,,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,26,0,225,55,11,17,14
2,CHA,Y,32,32,1007,365,55,98,46,CF,CHA,NYL,2,1,4,4,,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,29,21,602,196,51,78,11
2,CHA,Y,32,32,1007,365,55,98,46,CF,CHA,NYL,2,1,4,4,,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,30,8,580,163,34,87,17
2,CHA,Y,32,32,1007,365,55,98,46,CF,CHA,NYL,2,1,4,4,,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,30,24,678,171,36,65,50
2,CHA,Y,32,32,1007,365,55,98,46,CF,CHA,NYL,2,1,4,4,,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,32,11,623,191,48,65,14
2,CHA,Y,32,32,1007,365,55,98,46,CF,CHA,NYL,2,1,4,4,,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,32,32,1006,450,39,98,88
2,CHA,Y,32,32,1007,365,55,98,46,CF,CHA,NYL,2,1,4,4,,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,32,32,1007,365,55,98,46
2,CHA,Y,32,32,1007,365,55,98,46,CF,CHA,NYL,2,1,4,4,,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,32,32,1152,298,11,60,179
2,CHA,Y,32,32,1007,365,55,98,46,FR,CHA,CLE,2,1,4,4,,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,1,0,5,0,2,0,0
2,CHA,Y,32,32,1007,365,55,98,46,FR,CHA,CLE,2,1,4,4,,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,18,0,102,12,3,12,14
2,CHA,Y,32,32,1007,365,55,98,46,FR,CHA,CLE,2,1,4,4,,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,18,0,148,54,8,27,4
2,CHA,Y,32,32,1007,365,55,98,46,FR,CHA,CLE,2,1,4,4,,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,22,0,372,100,11,32,30
2,CHA,Y,32,32,1007,365,55,98,46,FR,CHA,CLE,2,1,4,4,,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,26,0,225,55,11,17,14
2,CHA,Y,32,32,1007,365,55,98,46,FR,CHA,CLE,2,1,4,4,,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,29,21,602,196,51,78,11
2,CHA,Y,32,32,1007,365,55,98,46,FR,CHA,CLE,2,1,4,4,,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,30,8,580,163,34,87,17
2,CHA,Y,32,32,1007,365,55,98,46,FR,CHA,CLE,2,1,4,4,,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,30,24,678,171,36,65,50
2,CHA,Y,32,32,1007,365,55,98,46,FR,CHA,CLE,2,1,4,4,,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,32,11,623,191,48,65,14
2,CHA,Y,32,32,1007,365,55,98,46,FR,CHA,CLE,2,1,4,4,,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,32,32,1006,450,39,98,88
2,CHA,Y,32,32,1007,365,55,98,46,FR,CHA,CLE,2,1,4,4,,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,32,32,1007,365,55,98,46
2,CHA,Y,32,32,1007,365,55,98,46,FR,CHA,CLE,2,1,4,4,,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,32,32,1152,298,11,60,179
6,SAC,Y,5,0,24,7,0,1,3,CF,SAC,HOU,2,0,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,5,0,24,7,0,1,3
6,SAC,Y,5,0,24,7,0,1,3,CF,SAC,HOU,2,0,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,18,0,135,31,0,4,13
6,SAC,Y,5,0,24,7,0,1,3,CF,SAC,HOU,2,0,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,18,0,170,38,17,16,5
6,SAC,Y,5,0,24,7,0,1,3,CF,SAC,HOU,2,0,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,22,19,598,311,47,70,48
6,SAC,Y,5,0,24,7,0,1,3,CF,SAC,HOU,2,0,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,24,1,508,192,7,26,37
6,SAC,Y,5,0,24,7,0,1,3,CF,SAC,HOU,2,0,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,30,0,434,104,19,43,43
6,SAC,Y,5,0,24,7,0,1,3,CF,SAC,HOU,2,0,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,34,0,408,129,31,36,30
6,SAC,Y,5,0,24,7,0,1,3,CF,SAC,HOU,2,0,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,34,16,722,265,75,112,16
6,SAC,Y,5,0,24,7,0,1,3,CF,SAC,HOU,2,0,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,34,33,927,195,8,89,149
6,SAC,Y,5,0,24,7,0,1,3,CF,SAC,HOU,2,0,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,34,33,962,469,87,136,52
6,SAC,Y,5,0,24,7,0,1,3,CF,SAC,HOU,2,0,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,34,34,715,148,32,34,55
6,SAC,Y,5,0,24,7,0,1,3,CF,SAC,HOU,2,0,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,34,34,988,364,32,92,62
6,SAC,Y,5,0,24,7,0,1,3,F,SAC,CON,3,1,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,5,0,24,7,0,1,3
6,SAC,Y,5,0,24,7,0,1,3,F,SAC,CON,3,1,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,18,0,135,31,0,4,13
6,SAC,Y,5,0,24,7,0,1,3,F,SAC,CON,3,1,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,18,0,170,38,17,16,5
6,SAC,Y,5,0,24,7,0,1,3,F,SAC,CON,3,1,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,22,19,598,311,47,70,48
6,SAC,Y,5,0,24,7,0,1,3,F,SAC,CON,3,1,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,24,1,508,192,7,26,37
6,SAC,Y,5,0,24,7,0,1,3,F,SAC,CON,3,1,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,30,0,434,104,19,43,43
6,SAC,Y,5,0,24,7,0,1,3,F,SAC,CON,3,1,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,34,0,408,129,31,36,30
6,SAC,Y,5,0,24,7,0,1,3,F,SAC,CON,3,1,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,34,16,722,265,75,112,16
6,SAC,Y,5,0,24,7,0,1,3,F,SAC,CON,3,1,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,34,33,927,195,8,89,149
6,SAC,Y,5,0,24,7,0,1,3,F,SAC,CON,3,1,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,34,33,962,469,87,136,52
6,SAC,Y,5,0,24,7,0,1,3,F,SAC,CON,3,1,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,34,34,715,148,32,34,55
6,SAC,Y,5,0,24,7,0,1,3,F,SAC,CON,3,1,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,34,34,988,364,32,92,62
6,SAC,Y,5,0,24,7,0,1,3,FR,SAC,LAS,2,0,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,5,0,24,7,0,1,3
6,SAC,Y,5,0,24,7,0,1,3,FR,SAC,LAS,2,0,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,18,0,135,31,0,4,13
6,SAC,Y,5,0,24,7,0,1,3,FR,SAC,LAS,2,0,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,18,0,170,38,17,16,5
6,SAC,Y,5,0,24,7,0,1,3,FR,SAC,LAS,2,0,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,22,19,598,311,47,70,48
6,SAC,Y,5,0,24,7,0,1,3,FR,SAC,LAS,2,0,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,24,1,508,192,7,26,37
6,SAC,Y,5,0,24,7,0,1,3,FR,SAC,LAS,2,0,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,30,0,434,104,19,43,43
6,SAC,Y,5,0,24,7,0,1,3,FR,SAC,LAS,2,0,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,34,0,408,129,31,36,30
6,SAC,Y,5,0,24,7,0,1,3,FR,SAC,LAS,2,0,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,34,16,722,265,75,112,16
6,SAC,Y,5,0,24,7,0,1,3,FR,SAC,LAS,2,0,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,34,33,927,195,8,89,149
6,SAC,Y,5,0,24,7,0,1,3,FR,SAC,LAS,2,0,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,34,33,962,469,87,136,52
6,SAC,Y,5,0,24,7,0,1,3,FR,SAC,LAS,2,0,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,34,34,715,148,32,34,55
6,SAC,Y,5,0,24,7,0,1,3,FR,SAC,LAS,2,0,7,1,,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,34,34,988,364,32,92,62
3,UTA,Y,32,32,1065,489,19,88,91,FR,UTA,HOU,2,1,2,3,,843,1911,643,844,89,247,347,721,1068,478,665,228,522,178,2418,851,2067,516,688,126,377,361,645,1006,489,724,260,444,149,2344,8,0,65,19,3,2,1
3,UTA,Y,32,32,1065,489,19,88,91,FR,UTA,HOU,2,1,2,3,,843,1911,643,844,89,247,347,721,1068,478,665,228,522,178,2418,851,2067,516,688,126,377,361,645,1006,489,724,260,444,149,2344,8,0,135,58,4,17,8
3,UTA,Y,32,32,1065,489,19,88,91,FR,UTA,HOU,2,1,2,3,,843,1911,643,844,89,247,347,721,1068,478,665,228,522,178,2418,851,2067,516,688,126,377,361,645,1006,489,724,260,444,149,2344,15,0,88,26,0,7,7
3,UTA,Y,32,32,1065,489,19,88,91,FR,UTA,HOU,2,1,2,3,,843,1911,643,844,89,247,347,721,1068,478,665,228,522,178,2418,851,2067,516,688,126,377,361,645,1006,489,724,260,444,149,2344,18,0,84,29,6,7,2
3,UTA,Y,32,32,1065,489,19,88,91,FR,UTA,HOU,2,1,2,3,,843,1911,643,844,89,247,347,721,1068,478,665,228,522,178,2418,851,2067,516,688,126,377,361,645,1006,489,724,260,444,149,2344,28,0,141,43,0,11,16
3,UTA,Y,32,32,1065,489,19,88,91,FR,UTA,HOU,2,1,2,3,,843,1911,643,844,89,247,347,721,1068,478,665,228,522,178,2418,851,2067,516,688,126,377,361,645,1006,489,724,260,444,149,2344,28,1,269,75,8,11,10
3,UTA,Y,32,32,1065,489,19,88,91,FR,UTA,HOU,2,1,2,3,,843,1911,643,844,89,247,347,721,1068,478,665,228,522,178,2418,851,2067,516,688,126,377,361,645,1006,489,724,260,444,149,2344,28,3,269,68,15,42,4
3,UTA,Y,32,32,1065,489,19,88,91,FR,UTA,HOU,2,1,2,3,,843,1911,643,844,89,247,347,721,1068,478,665,228,522,178,2418,851,2067,516,688,126,377,361,645,1006,489,724,260,444,149,2344,30,2,198,57,29,32,5
3,UTA,Y,32,32,1065,489,19,88,91,FR,UTA,HOU,2,1,2,3,,843,1911,643,844,89,247,347,721,1068,478,665,228,522,178,2418,851,2067,516,688,126,377,361,645,1006,489,724,260,444,149,2344,30,27,876,394,52,210,71
3,UTA,Y,32,32,1065,489,19,88,91,FR,UTA,HOU,2,1,2,3,,843,1911,643,844,89,247,347,721,1068,478,665,228,522,178,2418,851,2067,516,688,126,377,361,645,1006,489,724,260,444,149,2344,31,31,1008,351,105,150,38
3,UTA,Y,32,32,1065,489,19,88,91,FR,UTA,HOU,2,1,2,3,,843,1911,643,844,89,247,347,721,1068,478,665,228,522,178,2418,851,2067,516,688,126,377,361,645,1006,489,724,260,444,149,2344,32,32,1065,489,19,88,91
3,UTA,Y,32,32,1065,489,19,88,91,FR,UTA,HOU,2,1,2,3,,843,1911,643,844,89,247,347,721,1068,478,665,228,522,178,2418,851,2067,516,688,126,377,361,645,1006,489,724,260,444,149,2344,32,32,1101,503,91,90,67
3,UTA,Y,32,32,1065,489,19,88,91,FR,UTA,HOU,2,1,2,3,,843,1911,643,844,89,247,347,721,1068,478,665,228,522,178,2418,851,2067,516,688,126,377,361,645,1006,489,724,260,444,149,2344,32,32,1151,306,15,54,158
8,SAS,Y,34,12,481,164,33,48,28,FR,SAS,SAC,2,1,2,3,,923,2176,464,577,207,566,323,764,1087,567,653,283,558,130,2517,904,2139,529,688,147,454,361,776,1137,516,619,257,583,137,2484,11,1,86,28,6,14,3
8,SAS,Y,34,12,481,164,33,48,28,FR,SAS,SAC,2,1,2,3,,923,2176,464,577,207,566,323,764,1087,567,653,283,558,130,2517,904,2139,529,688,147,454,361,776,1137,516,619,257,583,137,2484,14,1,73,16,4,4,4
8,SAS,Y,34,12,481,164,33,48,28,FR,SAS,SAC,2,1,2,3,,923,2176,464,577,207,566,323,764,1087,567,653,283,558,130,2517,904,2139,529,688,147,454,361,776,1137,516,619,257,583,137,2484,23,0,128,27,16,24,7
8,SAS,Y,34,12,481,164,33,48,28,FR,SAS,SAC,2,1,2,3,,923,2176,464,577,207,566,323,764,1087,567,653,283,558,130,2517,904,2139,529,688,147,454,361,776,1137,516,619,257,583,137,2484,28,27,934,527,8,69,140
8,SAS,Y,34,12,481,164,33,48,28,FR,SAS,SAC,2,1,2,3,,923,2176,464,577,207,566,323,764,1087,567,653,283,558,130,2517,904,2139,529,688,147,454,361,776,1137,516,619,257,583,137,2484,30,29,773,176,32,116,37
8,SAS,Y,34,12,481,164,33,48,28,FR,SAS,SAC,2,1,2,3,,923,2176,464,577,207,566,323,764,1087,567,653,283,558,130,2517,904,2139,529,688,147,454,361,776,1137,516,619,257,583,137,2484,30,29,852,243,51,93,104
8,SAS,Y,34,12,481,164,33,48,28,FR,SAS,SAC,2,1,2,3,,923,2176,464,577,207,566,323,764,1087,567,653,283,558,130,2517,904,2139,529,688,147,454,361,776,1137,516,619,257,583,137,2484,33,19,684,134,7,62,103
8,SAS,Y,34,12,481,164,33,48,28,FR,SAS,SAC,2,1,2,3,,923,2176,464,577,207,566,323,764,1087,567,653,283,558,130,2517,904,2139,529,688,147,454,361,776,1137,516,619,257,583,137,2484,33,33,1106,553,72,121,51
8,SAS,Y,34,12,481,164,33,48,28,FR,SAS,SAC,2,1,2,3,,923,2176,464,577,207,566,323,764,1087,567,653,283,558,130,2517,904,2139,529,688,147,454,361,776,1137,516,619,257,583,137,2484,34,7,711,132,57,95,23
8,SAS,Y,34,12,481,164,33,48,28,FR,SAS,SAC,2,1,2,3,,923,2176,464,577,207,566,323,764,1087,567,653,283,558,130,2517,904,2139,529,688,147,454,361,776,1137,516,619,257,583,137,2484,34,12,481,164,33,48,28
9,LAS,Y,33,25,680,276,30,55,43,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,2,0,14,0,2,0,0
9,LAS,Y,33,25,680,276,30,55,43,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,2,0,14,4,2,1,0
9,LAS,Y,33,25,680,276,30,55,43,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,5,0,61,10,1,1,6
9,LAS,Y,33,25,680,276,30,55,43,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,20,0,159,29,10,30,6
9,LAS,Y,33,25,680,276,30,55,43,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,23,8,393,96,12,31,71
9,LAS,Y,33,25,680,276,30,55,43,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,26,17,552,106,16,48,90
9,LAS,Y,33,25,680,276,30,55,43,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,27,1,243,42,13,22,14
9,LAS,Y,33,25,680,276,30,55,43,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,28,2,309,39,17,28,17
9,LAS,Y,33,25,680,276,30,55,43,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,29,1,412,126,15,25,16
9,LAS,Y,33,25,680,276,30,55,43,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,31,31,1016,431,64,132,73
9,LAS,Y,33,25,680,276,30,55,43,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,32,17,530,158,8,51,66
9,LAS,Y,33,25,680,276,30,55,43,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,33,2,451,174,28,34,18
9,LAS,Y,33,25,680,276,30,55,43,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,33,25,680,276,30,55,43
9,LAS,Y,33,25,680,276,30,55,43,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,33,33,1059,497,84,209,80
9,LAS,Y,33,25,680,276,30,55,43,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,33,33,1109,610,84,229,113
10,LAS,Y,28,6,339,151,17,24,24,FR,LAS,SEA,2,1,3,3,,973,2264,435,550,152,512,365,883,1248,587,583,217,568,166,2533,903,2262,479,623,213,636,320,730,1050,516,622,300,463,115,2498,23,21,638,354,56,95,49
10,LAS,Y,28,6,339,151,17,24,24,FR,LAS,SEA,2,1,3,3,,973,2264,435,550,152,512,365,883,1248,587,583,217,568,166,2533,903,2262,479,623,213,636,320,730,1050,516,622,300,463,115,2498,25,1,269,94,27,40,6
10,LAS,Y,28,6,339,151,17,24,24,FR,LAS,SEA,2,1,3,3,,973,2264,435,550,152,512,365,883,1248,587,583,217,568,166,2533,903,2262,479,623,213,636,320,730,1050,516,622,300,463,115,2498,25,24,815,328,60,184,64
10,LAS,Y,28,6,339,151,17,24,24,FR,LAS,SEA,2,1,3,3,,973,2264,435,550,152,512,365,883,1248,587,583,217,568,166,2533,903,2262,479,623,213,636,320,730,1050,516,622,300,463,115,2498,28,6,339,151,17,24,24
10,LAS,Y,28,6,339,151,17,24,24,FR,LAS,SEA,2,1,3,3,,973,2264,435,550,152,512,365,883,1248,587,583,217,568,166,2533,903,2262,479,623,213,636,320,730,1050,516,622,300,463,115,2498,29,0,197,69,14,27,8
10,LAS,Y,28,6,339,151,17,24,24,FR,LAS,SEA,2,1,3,3,,973,2264,435,550,152,512,365,883,1248,587,583,217,568,166,2533,903,2262,479,623,213,636,320,730,1050,516,622,300,463,115,2498,30,13,640,306,33,103,54
10,LAS,Y,28,6,339,151,17,24,24,FR,LAS,SEA,2,1,3,3,,973,2264,435,550,152,512,365,883,1248,587,583,217,568,166,2533,903,2262,479,623,213,636,320,730,1050,516,622,300,463,115,2498,31,26,520,97,17,40,69
10,LAS,Y,28,6,339,151,17,24,24,FR,LAS,SEA,2,1,3,3,,973,2264,435,550,152,512,365,883,1248,587,583,217,568,166,2533,903,2262,479,623,213,636,320,730,1050,516,622,300,463,115,2498,33,3,353,71,11,22,46
