bioID,firstseason,height,weight,birthDate,deathDate
mazzake01w,0,72.0,155.0,1982-02-02,0000-00-00
mccaibr01w,0,63.0,135.0,1979-09-21,0000-00-00
mccaiti01w,0,70.0,167.0,1976-10-06,0000-00-00
mccanra01w,0,73.0,161.0,1986-11-17,0000-00-00
mccarja01w,0,74.0,205.0,1982-11-03,0000-00-00
mccarjo01w,0,67.0,130.0,1974-10-26,0000-00-00
mccarst01w,0,69.0,155.0,1977-06-20,0000-00-00
mcclaka01w,0,74.0,180.0,1965-09-19,0000-00-00
mcconsu01w,0,65.0,125.0,1966-07-29,0000-00-00
mccouan01w,0,73.0,160.0,1986-09-10,0000-00-00
mccrada01w,0,71.0,170.0,1987-10-08,0000-00-00
mccrani01w,0,71.0,158.0,1971-12-11,0000-00-00
mccrini01w,0,68.0,125.0,1972-03-22,0000-00-00
mcculda01w,0,75.0,180.0,1975-01-18,0000-00-00
mcgeepa01w,0,75.0,200.0,1962-12-01,0000-00-00
mcgheca01w,0,73.0,179.0,1968-03-06,0000-00-00
mckivte01w,0,75.0,220.0,1980-10-05,0000-00-00
mcwilta01w,0,74.0,188.0,1970-10-20,0000-00-00
melvich01w,0,75.0,185.0,1976-05-03,0000-00-00
mendigi01w,0,71.0,174.0,1982-01-09,0000-00-00
miaomi01w,0,71.0,153.0,1981-06-03,0000-00-00
millebr01w,0,76.0,167.77260981912144,1987-08-10,0000-00-00
milleco01w,0,69.0,140.0,1978-09-06,0000-00-00
milleke01w,0,70.0,140.0,1978-09-06,0000-00-00
millsta01w,0,75.0,232.0,1976-02-29,0000-00-00
miltode01w,0,73.0,185.0,1974-09-11,0000-00-00
mitchle01w,0,65.0,130.0,1985-06-15,0000-00-00
mizrali01w,0,67.0,130.0,1970-06-24,0000-00-00
moeggli01w,0,73.0,195.0,1984-05-25,0000-00-00
moisead01w,0,66.0,140.0,1978-12-06,0000-00-00
mokanch01w,0,77.0,167.77260981912144,1988-10-13,0000-00-00
monroja01w,0,77.0,162.0,1988-09-04,0000-00-00
montaan01w,0,73.0,190.0,1980-10-24,0000-00-00
montgal01w,0,73.0,185.0,1988-11-12,0000-00-00
montgre01w,0,67.0,139.0,1986-12-02,0000-00-00
mooreja01w,0,73.0,207.0,1979-11-06,0000-00-00
mooreje01w,0,75.0,175.0,1982-07-09,0000-00-00
moorelo01w,0,69.0,165.0,1983-03-21,0000-00-00
moorema01w,0,72.0,175.0,1989-06-11,0000-00-00
moorena01w,0,70.0,145.0,1984-11-04,0000-00-00
moorepe01w,0,72.0,135.0,1969-01-25,0000-00-00
mooreta01w,0,71.0,167.0,1980-04-11,0000-00-00
mooreyo01w,0,72.0,174.0,1974-07-01,0000-00-00
moosca01w,0,78.0,182.0,1978-05-23,0000-00-00
morehmo01w,0,75.0,175.0,1974-01-18,0000-00-00
morgale01w,0,73.0,167.77260981912144,1969-11-01,0000-00-00
morrije01w,0,69.0,146.0,1987-07-21,0000-00-00
morrila01w,0,73.0,160.0,1974-05-26,0000-00-00
morrizi01w,0,76.0,167.77260981912144,1989-02-15,0000-00-00
mosbybe01w,0,73.0,172.0,1984-02-14,0000-00-00
mosleju01w,0,73.0,170.0,1968-03-17,0000-00-00
moweje01w,0,77.0,236.0,1978-02-25,0000-00-00
mulitna01w,0,75.0,207.0,1976-03-06,0000-00-00
murphsh01w,0,71.0,164.0,1985-04-15,0000-00-00
nagyan01w,0,67.0,147.0,1971-11-16,0000-00-00
nanch01w,0,78.0,204.0,1983-01-06,0000-00-00
ndiayas01w,0,75.0,182.0,1973-11-05,0000-00-00
ndongem01w,0,74.0,170.0,1983-04-25,0000-00-00
nemcoev01w,0,74.0,178.0,1972-12-03,0000-00-00
neroja01w,0,71.0,180.0,1968-11-08,0000-00-00
nevescl01w,0,68.0,136.0,1975-02-17,0000-00-00
newtoch01w,0,71.0,154.0,1983-02-17,0000-00-00
ngarsch01w,0,75.0,168.0,1983-06-23,0000-00-00
ngoyibe01w,0,76.0,195.0,1982-08-26,0000-00-00
nichoti01w,0,63.0,146.0,1973-09-27,0000-00-00
nieuwma01w,0,77.0,180.0,1980-04-12,0000-00-00
nikolmi01w,0,75.0,185.0,1971-07-04,0000-00-00
nnamach01w,0,72.0,156.0,1985-06-15,0000-00-00
nolande01w,0,69.0,147.0,1979-08-25,0000-00-00
novosna01w,0,71.0,165.0,0000-00-00,0000-00-00
nygaava01w,0,73.0,166.0,1975-03-13,0000-00-00
ogayu01w,0,66.0,140.0,1982-10-17,0000-00-00
ogwumnn01w,0,74.0,167.77260981912144,1990-07-02,0000-00-00
oheaje01w,0,73.0,174.0,1987-06-06,0000-00-00
ohldeni01w,0,77.0,190.0,1982-03-13,0000-00-00
olajuab01w,0,76.0,236.0,1988-07-06,0000-00-00
oneilkr01w,0,73.0,158.0,1983-04-12,0000-00-00
orrki01w,0,66.0,141.0,1975-09-16,0000-00-00
osburde01w,0,76.0,167.77260981912144,1972-02-11,0000-00-00
osipoir01w,0,77.0,190.0,1981-06-25,0000-00-00
owenhe01w,0,77.0,212.0,1976-05-06,0000-00-00
owenssh01w,0,74.0,175.0,1978-05-16,0000-00-00
pageda01w,0,74.0,179.0,1986-11-14,0000-00-00
pagemu01w,0,74.0,160.0,1975-09-18,0000-00-00
paigeyo01w,0,66.0,147.0,1983-09-18,0000-00-00
paliesa01w,0,67.0,159.0,1981-07-23,0000-00-00
palmewe01w,0,74.0,165.0,1974-08-12,0000-00-00
parisco01w,0,76.0,250.0,1987-09-21,0000-00-00
parkeca01w,0,76.0,175.0,1986-04-19,0000-00-00
pascafl01w,0,76.0,187.0,1982-01-19,0000-00-00
paschti01w,0,73.0,165.0,1969-03-22,0000-00-00
pavlimi01w,0,75.0,175.0,1977-11-27,0000-00-00
payeka01w,0,68.0,150.0,1974-03-06,0000-00-00
pederka01w,0,76.0,190.0,1989-04-04,0000-00-00
penicti01w,0,71.0,145.0,1974-09-18,0000-00-00
pennjo01w,0,72.0,160.0,1979-09-10,0000-00-00
perazja01w,0,72.0,170.0,1960-12-06,0000-00-00
perkiji01w,0,68.0,155.0,1982-02-23,0000-00-00
perpeer01w,0,75.0,181.0,1979-06-05,0000-00-00
perroki01w,0,65.0,130.0,1967-01-18,1999-08-19
peterde01w,0,74.0,170.0,1989-10-08,0000-00-00
petroso01w,0,73.0,167.77260981912144,1989-02-18,0000-00-00
pettibr01w,0,69.0,150.0,1971-01-01,0000-00-00
philler01w,0,67.0,162.0,1985-05-19,0000-00-00
phillpo01w,0,74.0,173.0,1988-01-13,0000-00-00
phillta01w,0,74.0,200.0,1969-03-06,0000-00-00
phillta02w,0,78.0,198.0,1989-01-24,0000-00-00
pierspl01w,0,74.0,181.0,1981-08-30,0000-00-00
plowdvi01w,0,72.0,167.77260981912144,1971-07-22,0000-00-00
pohleje01w,0,72.0,179.0,1989-05-02,0000-00-00
pollica01w,0,77.0,165.0,1966-03-16,0000-00-00
pondeca01w,0,69.0,160.0,1983-01-07,0000-00-00
potthan01w,0,73.0,191.0,1974-06-12,0000-00-00
powelel01w,0,68.0,150.0,1975-08-09,0000-00-00
powelni01w,0,74.0,175.0,1982-06-22,0000-00-00
prahasa01w,0,67.0,129.0,1990-01-23,0000-00-00
pricear01w,0,69.0,133.0,1985-04-03,0000-00-00
pricefr01w,0,69.0,178.0,1968-04-28,0000-00-00
priceka01w,0,70.0,148.0,1975-12-03,1999-01-18
pridely01w,0,74.0,180.0,1978-10-16,0000-00-00
princep01w,0,69.0,167.0,1988-01-11,0000-00-00
pringla01w,0,75.0,162.0,1986-09-11,0000-00-00
queenbr01w,0,74.0,185.0,1984-04-10,0000-00-00
quiglal01w,0,70.0,140.0,1986-06-20,0000-00-00
quinnno01w,0,72.0,175.0,1985-01-03,0000-00-00
quinnte01w,0,76.0,165.0,1974-09-07,0000-00-00
radunha01w,0,75.0,187.0,1978-01-10,0000-00-00
raglafe01w,0,67.0,133.0,1980-02-03,0000-00-00
randase01w,0,69.0,164.0,1979-02-07,0000-00-00
rasmukr01w,0,76.0,174.0,1978-11-01,0000-00-00
ravenbr01w,0,72.0,162.0,1988-08-01,0000-00-00
raymost01w,0,65.0,139.0,1985-01-15,0000-00-00
raymota01w,0,74.0,195.0,1980-04-12,0000-00-00
reddja01w,0,73.0,164.0,1977-11-05,0000-00-00
redmoka01w,0,73.0,167.77260981912144,1988-10-11,0000-00-00
reedbr01w,0,73.0,168.0,1977-02-17,0000-00-00
reedch01w,0,73.0,165.0,1989-03-28,0000-00-00
reedmi01w,0,71.0,165.0,1973-05-24,0000-00-00
reidtr01w,0,71.0,150.0,1976-11-01,0000-00-00
reissta01w,0,66.0,129.0,1970-04-02,0000-00-00
resska01w,0,76.0,194.0,1985-06-26,0000-00-00
reynoch01w,0,74.0,180.0,1972-02-08,0000-00-00
rileyan01w,0,65.0,136.0,1988-07-22,0000-00-00
rileyru01w,0,77.0,198.0,1979-08-28,0000-00-00
rizzoje01w,0,66.0,146.0,1974-05-15,0000-00-00
roberav01w,0,69.0,145.0,1970-01-29,0000-00-00
roberny01w,0,75.0,209.0,1976-03-10,0000-00-00
robinas01w,0,76.0,180.0,1982-08-12,0000-00-00
robincr01w,0,71.0,155.0,1974-01-22,0000-00-00
robinda01w,0,69.0,125.0,1989-05-10,0000-00-00
robinre01w,0,71.0,166.0,1978-06-15,0000-00-00
robinsc01w,0,71.0,155.0,1983-01-09,0000-00-00
rolanja01w,0,73.0,167.0,1975-02-03,0000-00-00
rossad01w,0,68.0,142.0,1984-11-23,0000-00-00
rouilni01w,0,67.0,130.0,1970-01-23,0000-00-00
roundsa01w,0,67.0,145.0,1976-10-04,0000-00-00
ruffje01w,0,71.0,140.0,1974-09-12,0000-00-00
rushle01w,0,73.0,175.0,1984-10-25,0000-00-00
ryankr01w,0,71.0,150.0,1972-11-19,0000-00-00
rycraeu01w,0,75.0,175.0,1968-12-06,0000-00-00
salesny01w,0,72.0,184.0,1976-05-10,0000-00-00
sampsch01w,0,71.0,175.0,1974-09-01,0000-00-00
sampsto01w,0,70.0,167.77260981912144,1972-03-02,0000-00-00
samsh01w,0,72.0,160.0,1974-05-05,0000-00-00
sanchis01w,0,70.0,152.0,1976-11-28,0000-00-00
sandeam01w,0,71.0,156.0,1983-06-05,0000-00-00
sandish01w,0,72.0,145.0,1969-01-22,0000-00-00
sanfona01w,0,76.0,200.0,1976-05-10,0000-00-00
sanniol01w,0,74.0,167.77260981912144,1986-08-21,0000-00-00
santoal01w,0,77.0,181.0,1973-12-02,0000-00-00
santoke01w,0,75.0,188.0,1979-11-10,0000-00-00
sarenra01w,0,78.0,222.0,1974-06-27,0000-00-00
sauerpa01w,0,76.0,203.0,1977-12-08,0000-00-00
saundja01w,0,71.0,145.0,1979-08-21,0000-00-00
saureau01w,0,70.0,163.0,1976-10-31,0000-00-00
savasla01w,0,68.0,134.0,1974-03-18,0000-00-00
schumke01w,0,77.0,183.0,1977-10-14,0000-00-00
schwege01w,0,72.0,160.0,1979-01-31,0000-00-00
scottol01w,0,74.0,175.0,1976-08-05,0000-00-00
scottra01w,0,75.0,169.0,1975-08-12,0000-00-00
shakiel01w,0,75.0,190.0,1970-06-02,0000-00-00
sharpkb01w,0,69.0,145.0,1981-04-18,0000-00-00
sheetsh01w,0,66.0,130.0,1975-08-15,0000-00-00
shegoch01w,0,77.0,167.77260981912144,1990-02-22,0000-00-00
shielas01w,0,70.0,155.0,1985-07-15,0000-00-00
shudlca01w,0,72.0,167.77260981912144,1972-05-13,0000-00-00
shulead01w,0,66.0,153.0,1969-04-24,0000-00-00
simondy01w,0,65.0,137.0,1989-09-29,0000-00-00
simpsda01w,0,75.0,160.0,1969-04-11,0000-00-00
slaisma01w,0,68.0,173.0,1973-08-23,0000-00-00
slauggw01w,0,75.0,181.0,1980-07-01,0000-00-00
slavtge01w,0,73.0,160.0,1979-10-20,0000-00-00
smithai01w,0,74.0,173.0,1980-07-18,0000-00-00
smithbr01w,0,75.0,195.0,1984-04-30,0000-00-00
smithch01w,0,67.0,140.0,1975-08-14,0000-00-00
smithch02w,0,70.0,145.0,1975-05-02,0000-00-00
smithch03w,0,72.0,148.0,1973-08-23,0000-00-00
smithcr01w,0,66.0,121.0,1984-03-12,0000-00-00
smithje01w,0,75.0,198.0,1982-04-10,0000-00-00
smithka01w,0,71.0,174.0,1974-06-04,0000-00-00
smithki01w,0,73.0,158.0,1984-05-07,0000-00-00
smithla01w,0,67.0,150.0,1974-02-06,0000-00-00
smithta01w,0,76.0,160.0,1977-04-01,0000-00-00
smithty01w,0,72.0,167.77260981912144,1985-04-21,0000-00-00
smithwa01w,0,71.0,175.0,1985-07-09,0000-00-00
snellbe01w,0,69.0,170.0,1981-10-01,0000-00-00
snowmi01w,0,77.0,158.0,1980-03-20,0000-00-00
sobrale01w,0,73.0,183.0,1974-11-22,0000-00-00
sobrama01w,0,75.0,163.0,1964-03-23,0000-00-00
spencsi01w,0,75.0,183.0,1985-03-07,0000-00-00
spornra01w,0,74.0,150.0,1968-05-26,0000-00-00
stafftr01w,0,73.0,180.0,1970-11-11,0000-00-00
staleda01w,0,66.0,134.0,1970-05-04,0000-00-00
stansti01w,0,75.0,183.0,1983-01-16,0000-00-00
starbka01w,0,73.0,153.0,1975-07-30,0000-00-00
stedika01w,0,72.0,173.0,1967-12-11,0000-00-00
stepama01w,0,80.0,187.0,1979-02-23,0000-00-00
stephre01w,0,71.0,160.0,1969-12-28,0000-00-00
stephst01w,0,76.0,205.0,1982-01-21,0000-00-00
sterkca01w,0,74.0,170.0,0000-00-00,0000-00-00
stevema01w,0,75.0,166.0,1982-02-04,0000-00-00
stileja01w,0,68.0,144.0,1978-12-21,0000-00-00
stillva01w,0,73.0,151.0,1961-05-14,0000-00-00
stinsan01w,0,70.0,158.0,1967-11-25,0000-00-00
stiresh01w,0,71.0,208.0,1972-05-21,0000-00-00
stockta01w,0,74.0,165.0,1979-01-29,0000-00-00
streiju01w,0,74.0,165.0,1972-05-14,0000-00-00
stricsh01w,0,74.0,178.0,1990-07-30,0000-00-00
strotan01w,0,75.0,166.0,1983-12-11,0000-00-00
suberto01w,0,67.0,137.0,1974-11-23,0000-00-00
summela01w,0,74.0,167.0,1983-12-13,0000-00-00
sun-mju01w,0,73.0,168.0,1974-10-12,0000-00-00
suttota01w,0,76.0,199.0,1978-01-27,0000-00-00
swanike01w,0,67.0,144.0,1986-08-10,0000-00-00
swoopsh01w,0,72.0,145.0,1971-03-25,0000-00-00
swordca01w,0,78.0,210.0,1989-07-19,0000-00-00
sykesap01w,0,72.0,167.77260981912144,1990-07-30,0000-00-00
tatede01w,0,68.0,150.0,1966-05-13,0000-00-00
tateso01w,0,66.0,157.0,1971-09-07,0000-00-00
tauradi01w,0,72.0,172.0,1982-06-11,0000-00-00
tayloli01w,0,80.0,200.0,1981-05-20,0000-00-00
taylope01w,0,73.0,168.0,1981-05-24,0000-00-00
teaslni01w,0,72.0,169.0,1979-03-22,0000-00-00
teilaza01w,0,79.0,170.0,1983-09-24,0000-00-00
terryka01w,0,75.0,183.0,1983-10-21,0000-00-00
thirdtr01w,0,71.0,160.0,1968-02-27,0000-00-00
thomaca01w,0,75.0,200.0,1985-10-31,0000-00-00
thomach01w,0,75.0,185.0,1982-08-14,0000-00-00
thomaja01w,0,69.0,145.0,1989-09-30,0000-00-00
thomakr01w,0,77.0,195.0,1989-06-10,0000-00-00
thomala01w,0,74.0,165.0,1981-07-06,0000-00-00
thomast01w,0,70.0,154.0,1978-08-29,0000-00-00
thompal01w,0,73.0,180.0,1976-06-30,0000-00-00
thompam01w,0,73.0,170.0,1987-11-18,0000-00-00
thomppa01w,0,73.0,193.0,1975-01-16,0000-00-00
thompti01w,0,74.0,178.0,1975-02-10,0000-00-00
thorbsh01w,0,69.0,149.0,1982-08-07,0000-00-00
thorner01w,0,70.0,150.0,1981-05-19,0000-00-00
threaro01w,0,67.0,150.0,1970-07-01,0000-00-00
tilliic01w,0,77.0,165.0,1981-12-06,0000-00-00
timmsmi01w,0,67.0,132.0,1965-06-28,0000-00-00
tolerpe01w,0,68.0,132.0,1966-03-24,0000-00-00
tolivkr01w,0,67.0,130.0,1987-01-27,0000-00-00
torniel01w,0,73.0,160.0,1965-05-27,0000-00-00
torrele01w,0,75.0,171.0,1978-04-06,0000-00-00
traviti01w,0,71.0,145.0,1978-03-20,0000-00-00
tremich01w,0,66.0,142.0,1969-10-20,0000-00-00
tricetr01w,0,74.0,180.0,1965-08-04,0000-00-00
tunsine01w,0,73.0,170.0,1970-08-22,0000-00-00
turneba01w,0,72.0,172.0,1984-06-08,0000-00-00
tutermo01w,0,72.0,155.0,1975-08-25,0000-00-00
tuvicsl01w,0,76.0,194.0,1977-09-19,0000-00-00
tzekopo01w,0,76.0,189.0,1968-04-30,0000-00-00
udokamf01w,0,72.0,187.0,1976-06-16,0000-00-00
ujhelpe01w,0,76.0,200.0,1980-12-17,0000-00-00
umoh-it01w,0,67.0,140.0,1977-02-21,0000-00-00
valdeam01w,0,73.0,160.0,1976-08-18,0000-00-00
vandeco01w,0,68.0,130.0,1989-02-08,0000-00-00
vanemal01w,0,75.0,175.0,1968-04-14,0000-00-00
vangomi01w,0,78.0,187.0,1977-05-10,0000-00-00
vaughki01w,0,76.0,208.0,1987-01-24,0000-00-00
vaughkr01w,0,73.0,160.0,1986-09-08,0000-00-00
vealkr01w,0,70.0,150.0,1981-07-24,0000-00-00
veselja01w,0,75.0,195.0,1983-12-31,0000-00-00
vidicbo01w,0,69.0,133.0,1973-01-07,0000-00-00
viglida01w,0,70.0,157.0,1975-03-07,0000-00-00
vilipda01w,0,76.0,207.0,1975-03-30,0000-00-00
vodicka01w,0,76.0,190.0,1972-12-19,0000-00-00
vodopna01w,0,75.0,181.0,1981-04-06,0000-00-00
voigtka01w,0,73.0,162.0,1975-04-07,0000-00-00
vukadmi01w,0,73.0,150.0,1968-11-18,0000-00-00
walkeas01w,0,73.0,200.0,1987-02-24,0000-00-00
walkeay01w,0,75.0,142.0,1979-09-10,0000-00-00
walkede01w,0,75.0,168.0,1977-11-28,0000-00-00
walkema01w,0,75.0,253.0,1986-10-17,0000-00-00
walsema01w,0,74.0,184.0,1978-10-28,0000-00-00
wardvo01w,0,78.0,170.0,1973-03-16,0000-00-00
warleav01w,0,75.0,167.77260981912144,1987-05-17,0000-00-00
washico01w,0,66.0,138.0,1971-01-17,0000-00-00
washito01w,0,71.0,160.0,1977-12-30,0000-00-00
wautean01w,0,76.0,193.0,1980-10-12,0000-00-00
weathte01w,0,68.0,161.0,1965-12-08,0000-00-00
webbum01w,0,70.0,162.0,1975-06-26,0000-00-00
weberma01w,0,77.0,200.0,1982-06-01,0000-00-00
weckeke01w,0,73.0,172.0,1982-12-16,0000-00-00
whaleli01w,0,68.0,150.0,1982-05-09,0000-00-00
whitede01w,0,71.0,180.0,1980-04-03,0000-00-00
whiteer01w,0,63.0,135.0,1986-08-26,0000-00-00
whiteta01w,0,67.0,154.0,1982-09-27,0000-00-00
whitiva01w,0,74.0,199.0,1972-04-09,0000-00-00
whitmta01w,0,74.0,190.0,1977-06-05,0000-00-00
whittje01w,0,77.0,176.0,1973-09-05,0000-00-00
whittkh01w,0,73.0,185.0,1986-08-05,0000-00-00
wickssu01w,0,75.0,191.0,1966-11-26,0000-00-00
widemja01w,0,66.0,135.0,1975-10-16,0000-00-00
wiggica01w,0,71.0,154.0,1987-02-14,0000-00-00
wilkeda01w,0,65.0,121.0,1969-02-27,0000-00-00
wilkibr01w,0,75.0,185.0,1983-06-15,0000-00-00
williad01w,0,77.0,170.0,1977-02-15,0000-00-00
willian01w,0,72.0,149.0,1983-07-21,0000-00-00
willibe01w,0,69.0,145.0,1965-11-09,0000-00-00
willide01w,0,68.0,160.0,1972-09-23,0000-00-00
williki01w,0,66.0,136.0,1974-10-14,0000-00-00
willile01w,0,72.0,200.0,1981-02-10,0000-00-00
willile02w,0,71.0,155.0,1979-07-04,0000-00-00
willili01w,0,71.0,170.0,1984-06-13,0000-00-00
willina01w,0,74.0,210.0,1970-11-30,0000-00-00
williri01w,0,66.0,135.0,1976-01-14,0000-00-00
williri02w,0,67.0,165.0,1990-05-28,0000-00-00
willisa01w,0,72.0,167.77260981912144,1973-09-24,0000-00-00
willish01w,0,66.0,135.0,1980-04-14,0000-00-00
willita01w,0,71.0,170.0,1974-07-23,0000-00-00
willito01w,0,68.0,138.0,1982-01-11,0000-00-00
williwe01w,0,67.0,141.0,1978-11-18,0000-00-00
wilsoam01w,0,71.0,176.0,1977-02-06,0000-00-00
wirthch01w,0,73.0,185.0,1987-04-18,0000-00-00
wisdoli01w,0,74.0,186.0,1986-05-26,0000-00-00
witheso01w,0,70.0,145.0,1969-07-06,0000-00-00
wojtaju01w,0,72.0,175.0,1989-04-09,0000-00-00
wolteka01w,0,79.0,227.0,1975-08-15,0000-00-00
wolvean01w,0,75.0,205.0,1978-12-08,0000-00-00
woodaly01w,0,72.0,160.0,1959-08-12,0000-00-00
woodki01w,0,76.0,167.77260981912144,1972-09-16,0000-00-00
wooslti01w,0,67.0,132.0,1973-04-04,0000-00-00
wrighfa01w,0,66.0,130.0,1973-01-28,0000-00-00
wrighmo01w,0,71.0,178.0,1988-07-15,0000-00-00
wrighsh01w,0,70.0,155.0,1981-09-21,0000-00-00
wrighta01w,0,71.0,165.0,1983-11-20,0000-00-00
wyckobr01w,0,73.0,183.0,1980-03-30,0000-00-00
wynneda01w,0,74.0,175.0,1975-02-02,0000-00-00
yamasli01w,0,73.0,190.0,1980-06-02,0000-00-00
yasenco01w,0,72.0,160.0,1973-12-05,2001-05-12
yilmane01w,0,76.0,193.0,1980-06-06,0000-00-00
youngca01w,0,69.0,175.0,1969-07-28,0000-00-00
youngso01w,0,73.0,165.0,1983-12-15,0000-00-00
youngta01w,0,74.0,166.0,1986-10-30,0000-00-00
zakalok01w,0,78.0,174.0,1977-12-18,0000-00-00
zarafr01w,0,70.0,146.0,1976-12-08,0000-00-00
zellosh01w,0,70.0,155.0,1986-08-28,0000-00-00
zhengha01w,0,80.0,254.0,1967-03-07,0000-00-00
zirkozu01w,0,69.0,145.0,1980-06-06,0000-00-00
zollsh01w,0,67.0,148.0,1986-07-11,0000-00-00
